Emp ID;Name Prefix;First Name;Middle Initial;Last Name;Gender;E Mail;Date of Birth;SSN;Phone No. ;Place Name;County;City;State;Zip;Region;User Name;Father's Name;Mother's Name;Mother's Maiden Name;Time of Birth;Age in Yrs.;Weight in Kgs.;Date of Joining;Quarter of Joining;Half of Joining;Year of Joining;Month of Joining;Month Name of Joining;Short Month;Day of Joining;DOW of Joining;Short DOW;Age in Company (Years);Salary;Last % Hike;Password
572739;Mr.;Johnny;L;Dowell;M;johnny.dowell@apple.com;11/06/1991;660-24-2920;209-643-3079;Hawthorne;Los Angeles;Hawthorne;CA;90250;West;jldowell;Issac Dowell;Eleni Dowell;Essex;9:14:23 a. m.;25.74;67;3/8/14;Q1;H1;2014;3;March;Mar;8;Saturday;Sat;3.39;93974;25%;wH.n&G%3?iC_
970350;Mr.;Shad;E;Bartz;M;shad.bartz@hotmail.com;11/24/1989;174-86-7684;212-325-9137;New Hyde Park;Nassau;New Hyde Park;NY;11040;Northeast;sebartz;Kraig Bartz;Tereasa Bartz;Mcmann;11:44:36 p. m.;27.69;69;7/13/2011;Q3;H2;2011;7;July;Jul;13;Wednesday;Wed;6.05;104519;26%;"F26s?];HT"
305457;Prof.;Cole;U;Sperling;M;cole.sperling@yahoo.com;11/21/1958;478-43-2026;252-957-7734;Wilsons Mills;Johnston;Wilsons Mills;NC;27593;South;cusperling;Erich Sperling;Lettie Sperling;Taft;3:28:05 a. m.;58.72;60;11/7/05;Q4;H2;2005;11;November;Nov;7;Monday;Mon;11.73;77914;29%;"tC;d-+r*U"
882981;Mr.;Dana;P;Vela;M;dana.vela@hotmail.com;11/16/1967;103-02-9212;216-424-4004;Convoy;Van Wert;Convoy;OH;45832;Midwest;dpvela;Roosevelt Vela;Pamella Vela;Veliz;9:40:03 p. m.;49.73;80;9/10/91;Q3;H2;1991;9;September;Sep;10;Tuesday;Tue;25.9;172641;10%;e>!PgittCldv\
235208;Mr.;Kenton;R;Lansing;M;kenton.lansing@gmail.com;6/27/1971;388-33-1955;808-832-6374;Honolulu;Honolulu;Honolulu;HI;96823;West;krlansing;Leo Lansing;Serina Lansing;Grove;9:15:39 p. m.;46.12;80;2/9/17;Q1;H1;2017;2;February;Feb;9;Thursday;Thu;0.46;73726;21%;MYaCyXKl_>
424132;Ms.;Catherine;M;Fogel;F;catherine.fogel@gmail.com;9/29/1990;718-18-4161;802-601-9842;Fair Haven;Rutland;Fair Haven;VT;5743;Northeast;cmfogel;Jayson Fogel;Lesia Fogel;Stutzman;10:10:57 p. m.;26.85;58;11/15/2012;Q4;H2;2012;11;November;Nov;15;Thursday;Thu;4.7;84676;21%;T\BA01<8kxN
620543;Mr.;Weldon;C;Aldana;M;weldon.aldana@aol.com;6/30/1986;622-85-6810;339-875-1760;South Wellfleet;Barnstable;South Wellfleet;MA;2663;Northeast;wcaldana;Ed Aldana;Lilly Aldana;Curtin;8:46:37 p. m.;31.1;53;12/8/07;Q4;H2;2007;12;December;Dec;8;Saturday;Sat;9.64;99200;10%;yq#VtSUbJ
575093;Mr.;Lowell;G;Rothstein;M;lowell.rothstein@gmail.com;06/06/1967;135-25-0723;219-562-0113;Linden;Montgomery;Linden;IN;47955;Midwest;lgrothstein;Quincy Rothstein;Marisha Rothstein;Vowell;7:02:13 p. m.;50.18;52;11/15/2001;Q4;H2;2001;11;November;Nov;15;Thursday;Thu;15.71;103509;22%;LPt6pDti?.v
357872;Mr.;Tyson;F;Lai;M;tyson.lai@gmail.com;1/24/1988;523-99-1568;480-900-4304;Lake Havasu City;Mohave;Lake Havasu City;AZ;86406;West;tflai;Elliott Lai;Valda Lai;Riddick;6:11:17 a. m.;29.53;53;9/13/2014;Q3;H2;2014;9;September;Sep;13;Saturday;Sat;2.87;176939;4%;Ji4xO_~!}.p/kI
903580;Ms.;Daniella;T;Cowart;F;daniella.cowart@gmail.com;07/05/1974;549-99-4909;215-644-8433;Reading;Berks;Reading;PA;19607;Northeast;dtcowart;Bernardo Cowart;Lilly Cowart;Conroy;7:48:24 a. m.;43.09;44;11/21/1996;Q4;H2;1996;11;November;Nov;21;Thursday;Thu;20.7;127579;24%;oB>TTh]Z-OKgy
417660;Prof.;Darrel;P;Warren;M;darrel.warren@gmail.com;3/31/1988;133-98-1600;503-482-7079;Hillsboro;Washington;Hillsboro;OR;97124;West;dpwarren;Alvaro Warren;Deb Warren;Grijalva;4:15:20 a. m.;29.35;69;2/23/2013;Q1;H1;2013;2;February;Feb;23;Saturday;Sat;4.43;72876;5%;10H\9O^N
366249;Mrs.;Mora;Y;Peak;F;mora.peak@yahoo.com;11/19/1988;609-87-6340;316-669-3580;Auburn;Shawnee;Auburn;KS;66402;Midwest;mypeak;Waldo Peak;Merrilee Peak;Tew;11:32:40 p. m.;28.71;51;5/9/16;Q2;H1;2016;5;May;May;9;Monday;Mon;1.22;75331;12%;g|GJ{_nVNj^
992434;Mrs.;Diana;Q;Sublett;F;diana.sublett@outlook.com;5/24/1959;620-85-4714;215-300-0814;Shawville;Clearfield;Shawville;PA;16873;Northeast;dqsublett;Lee Sublett;Larhonda Sublett;Watters;9:13:18 p. m.;58.22;51;2/28/1986;Q1;H1;1986;2;February;Feb;28;Friday;Fri;31.43;142918;29%;jz*[N-$>s]B-
975804;Mr.;Kip;Z;Labonte;M;kip.labonte@gmail.com;12/12/1980;177-86-6516;229-990-4482;Sargent;Coweta;Sargent;GA;30275;South;kzlabonte;Myron Labonte;Larhonda Labonte;Budde;8:27:38 p. m.;36.65;52;2/6/04;Q1;H1;2004;2;February;Feb;6;Friday;Fri;13.48;145306;10%;I&AW^V?[.]@CP1
717698;Mr.;Marcel;R;Galbreath;M;marcel.galbreath@bellsouth.net;03/05/1971;620-85-5677;304-494-8889;Whitman;Logan;Whitman;WV;25652;South;mrgalbreath;Edmond Galbreath;Lesli Galbreath;Clower;4:09:28 p. m.;46.43;74;7/24/2015;Q3;H2;2015;7;July;Jul;24;Friday;Fri;2.01;152704;29%;"OeSA[lPg;Wx8n"
804896;Mr.;Vance;Q;Pickle;M;vance.pickle@apple.com;07/10/1978;235-57-9605;231-243-5226;Gilford;Tuscola;Gilford;MI;48736;Midwest;vqpickle;Merlin Pickle;Maryrose Pickle;Kenny;5:26:15 p. m.;39.08;50;4/21/2015;Q2;H1;2015;4;April;Apr;21;Tuesday;Tue;2.27;116827;26%;z#}uyeP7U&
326883;Mr.;Abe;E;Nielson;M;abe.nielson@ibm.com;7/31/1986;400-73-3253;319-510-2348;Sioux Rapids;Buena Vista;Sioux Rapids;IA;50585;Midwest;aenielson;Kristopher Nielson;Takako Nielson;Shoemaker;2:25:46 a. m.;31.01;67;5/1/09;Q2;H1;2009;5;May;May;1;Friday;Fri;8.25;175502;9%;F%s%ezEx\
354618;Mrs.;Felicitas;A;Amaral;F;felicitas.amaral@btinternet.com;8/26/1984;098-02-5724;219-697-0057;Galveston;Cass;Galveston;IN;46932;Midwest;faamaral;Conrad Amaral;Nicola Amaral;Volz;7:01:12 p. m.;32.94;47;2/9/16;Q1;H1;2016;2;February;Feb;9;Tuesday;Tue;1.47;96343;8%;slO\q@@DsN~
879215;Mr.;Lou;E;Elbert;M;lou.elbert@shaw.ca;06/11/1979;474-55-9729;236-452-4885;Roanoke;Botetourt;Roanoke;VA;24019;South;leelbert;Abe Elbert;Geri Elbert;Barrick;12:56:37 a. m.;38.16;87;12/29/2008;Q4;H2;2008;12;December;Dec;29;Monday;Mon;8.58;193223;12%;8iE*i%5r
315351;Mrs.;Aaron;U;Leith;F;aaron.leith@hotmail.com;02/04/1983;339-11-6715;217-905-8372;Dekalb;DeKalb;Dekalb;IL;60115;Midwest;auleith;Lane Leith;Cathi Leith;Valdivia;2:39:53 p. m.;34.5;49;4/17/2010;Q2;H1;2010;4;April;Apr;17;Saturday;Sat;7.28;194374;2%;a2C[?e|CE%g7U8a
254936;Ms.;Ellis;A;Coulter;F;ellis.coulter@gmail.com;10/10/1983;502-37-2952;339-634-7852;Attleboro Falls;Bristol;Attleboro Falls;MA;2763;Northeast;eacoulter;Renato Coulter;Michaela Coulter;Pyle;2:30:07 a. m.;33.82;47;6/14/2015;Q2;H1;2015;6;June;Jun;14;Sunday;Sun;2.12;185559;6%;uRuT1jsDo@VZ_u
969981;Ms.;Edie;R;Tullis;F;edie.tullis@sbcglobal.net;6/30/1992;023-92-4433;603-452-9729;Silver Lake;Carroll;Silver Lake;NH;3875;Northeast;ertullis;Hipolito Tullis;Syble Tullis;Slaughter;6:56:55 p. m.;25.09;45;7/4/14;Q3;H2;2014;7;July;Jul;4;Friday;Fri;3.07;178086;6%;bQn[]|]Ls_
723449;Ms.;Zenobia;T;Roper;F;zenobia.roper@yahoo.com;12/16/1957;132-98-0853;319-824-5260;Rowley;Buchanan;Rowley;IA;52329;Midwest;ztroper;Chung Roper;Brianne Roper;Abney;2:31:55 a. m.;59.65;43;7/8/15;Q3;H2;2015;7;July;Jul;8;Wednesday;Wed;2.06;132255;25%;JZYtI$QZt*
378354;Mrs.;Trista;M;Reynoso;F;trista.reynoso@gmail.com;6/17/1974;348-08-1522;206-404-8838;Elk;Spokane;Elk;WA;99009;West;tmreynoso;Jan Reynoso;Evelin Reynoso;Dansby;6:25:33 a. m.;43.14;42;5/2/01;Q2;H1;2001;5;May;May;2;Wednesday;Wed;16.25;184503;7%;"xOLuN;8Q>"
612152;Mrs.;Tamala;X;Boardman;F;tamala.boardman@yahoo.co.in;6/27/1970;215-91-8484;480-200-8773;Green Valley;Pima;Green Valley;AZ;85614;West;txboardman;Garth Boardman;Margy Boardman;Killion;9:33:27 p. m.;47.12;43;10/15/1994;Q4;H2;1994;10;October;Oct;15;Saturday;Sat;22.8;193491;26%;M0c1I:+M7aXxq
259663;Mrs.;Tana;K;Priest;F;tana.priest@msn.com;2/28/1985;396-33-4698;231-662-0570;Old Mission;Grand Traverse;Old Mission;MI;49673;Midwest;tkpriest;Spencer Priest;Claudette Priest;Krantz;12:02:32 a. m.;32.43;43;12/13/2008;Q4;H2;2008;12;December;Dec;13;Saturday;Sat;8.63;99330;4%;C+QB|Zl9f7.Ex{
214862;Prof.;Tanner;P;Roark;M;tanner.roark@gmail.com;9/23/1966;582-99-7547;201-898-2712;Atco;Camden;Atco;NJ;8004;Northeast;tproark;Hunter Roark;Bertie Roark;Ko;6:47:40 a. m.;50.88;61;12/29/1991;Q4;H2;1991;12;December;Dec;29;Sunday;Sun;25.6;93404;21%;a<gLHm_1^1@H
267180;Ms.;Leonore;H;Witcher;F;leonore.witcher@gmail.com;12/22/1985;022-92-0533;210-849-6022;Houston;Harris;Houston;TX;77274;South;lhwitcher;Darin Witcher;Julietta Witcher;Teeter;3:14:29 a. m.;31.62;52;5/3/09;Q2;H1;2009;5;May;May;3;Sunday;Sun;8.24;46405;27%;zK3%?E&<V2%70
745371;Drs.;Kacey;W;Cobos;F;kacey.cobos@aol.com;2/21/1974;513-31-8427;240-790-7534;Suitland;Prince George's;Suitland;MD;20746;South;kwcobos;Malcom Cobos;Noriko Cobos;Greer;3:14:15 p. m.;43.46;58;2/3/05;Q1;H1;2005;2;February;Feb;3;Thursday;Thu;12.49;131728;13%;ETktG}1vg[Ja
683138;Mr.;Francesco;T;Borst;M;francesco.borst@gmail.com;08/10/1975;126-98-3732;303-721-9323;Golden;Jefferson;Golden;CO;80401;West;ftborst;Bradly Borst;Trang Borst;Silveira;9:33:31 p. m.;41.99;76;3/25/2004;Q1;H1;2004;3;March;Mar;25;Thursday;Thu;13.35;152782;29%;QDw{]&Cg.6Prc
252814;Mrs.;Charles;E;Toliver;F;charles.toliver@gmail.com;6/28/1966;316-35-4721;236-924-4880;Elk Creek;Grayson;Elk Creek;VA;24326;South;cetoliver;Lucien Toliver;Cassi Toliver;Suiter;12:19:04 p. m.;51.12;49;11/16/2005;Q4;H2;2005;11;November;Nov;16;Wednesday;Wed;11.7;48555;19%;L@6Hf*?.]
894859;Drs.;Rena;T;Herbst;F;rena.herbst@btinternet.com;02/05/1976;254-99-7915;505-375-9542;San Acacia;Socorro;San Acacia;NM;87831;West;rtherbst;Stanton Herbst;Lavone Herbst;Siler;5:59:44 p. m.;41.5;53;9/23/1997;Q3;H2;1997;9;September;Sep;23;Tuesday;Tue;19.86;194427;5%;a4aug!q#$T
415500;Mr.;Cletus;C;Schnell;M;cletus.schnell@rediffmail.com;8/13/1971;265-99-0269;405-951-8149;Saint Louis;Pottawatomie;Saint Louis;OK;74866;South;ccschnell;Donn Schnell;Terica Schnell;Mckellar;6:06:17 a. m.;45.99;87;3/21/1994;Q1;H1;1994;3;March;Mar;21;Monday;Mon;23.37;167234;8%;g9Sw7^OgQ}-<I
791024;Mrs.;Jonnie;N;Campion;F;jonnie.campion@verizon.net;7/31/1989;377-37-8902;206-365-5198;Bridgeport;Douglas;Bridgeport;WA;98813;West;jncampion;Andre Campion;Willette Campion;Estevez;3:27:10 p. m.;28.01;54;6/10/11;Q2;H1;2011;6;June;Jun;10;Friday;Fri;6.14;87553;13%;Y<Lr1oGVA
129894;Mrs.;Yvone;O;Evans;F;yvone.evans@yahoo.com;02/08/1994;660-24-8686;405-521-7502;Lone Grove;Carter;Lone Grove;OK;73443;South;yoevans;Markus Evans;Salley Evans;Mcintosh;7:20:20 a. m.;23.48;44;2/15/2015;Q1;H1;2015;2;February;Feb;15;Sunday;Sun;2.45;160376;16%;Iea$+0W7N
883627;Ms.;Jacque;V;Redden;F;jacque.redden@bellsouth.net;10/16/1964;005-13-0490;605-798-9344;Lake Preston;Kingsbury;Lake Preston;SD;57249;Midwest;jvredden;Emile Redden;Autumn Redden;Nieves;1:22:48 p. m.;52.82;44;7/9/06;Q3;H2;2006;7;July;Jul;9;Sunday;Sun;11.06;150569;18%;KR0oZ+w$R
922506;Dr.;Felix;M;Ball;M;felix.ball@earthlink.net;09/03/1986;019-94-5398;210-359-0134;Dallas;Dallas;Dallas;TX;75261;South;fmball;Miles Ball;Raquel Ball;Mcknight;2:12:50 a. m.;30.92;82;3/15/2014;Q1;H1;2014;3;March;Mar;15;Saturday;Sat;3.37;104003;26%;T*A2k*eK^oaI
738973;Mrs.;Cassaundra;V;Radcliff;F;cassaundra.radcliff@gmail.com;03/09/1968;771-02-2734;802-282-4563;Saint Albans;Franklin;Saint Albans;VT;5479;Northeast;cvradcliff;Ulysses Radcliff;Emely Radcliff;Fleetwood;4:56:01 a. m.;49.42;47;2/10/05;Q1;H1;2005;2;February;Feb;10;Thursday;Thu;12.47;101660;16%;Ym.L@[r4E]D}x
545810;Mr.;Alden;Q;Vetter;M;alden.vetter@shaw.ca;03/05/1987;432-99-2164;262-419-5265;Rewey;Iowa;Rewey;WI;53580;Midwest;aqvetter;Michael Vetter;Daphine Vetter;Dow;12:02:58 p. m.;30.42;56;4/23/2014;Q2;H1;2014;4;April;Apr;23;Wednesday;Wed;3.27;44810;29%;Xpz+b//xzQU
856582;Ms.;Clarissa;V;Grimaldi;F;clarissa.grimaldi@aol.com;1/24/1975;118-98-2733;201-878-7967;Kingston;Somerset;Kingston;NJ;8528;Northeast;cvgrimaldi;Mariano Grimaldi;Gertude Grimaldi;Wilton;8:38:41 a. m.;42.54;53;8/6/13;Q3;H2;2013;8;August;Aug;6;Tuesday;Tue;3.98;116990;17%;4/HmZAJff
230418;Mr.;Marco;V;Brandt;M;marco.brandt@charter.net;7/17/1992;477-55-4114;216-430-9151;Cleveland;Cuyahoga;Cleveland;OH;44126;Midwest;mvbrandt;Logan Brandt;Gracie Brandt;Comstock;2:58:03 a. m.;25.05;63;9/22/2016;Q3;H2;2016;9;September;Sep;22;Thursday;Thu;0.85;105560;17%;Z:|Esyeb$OR
912676;Ms.;Johanne;Q;Self;F;johanne.self@yahoo.com;3/27/1982;103-02-7906;229-545-6205;Barnesville;Lamar;Barnesville;GA;30204;South;jqself;Julian Self;Yolande Self;Wicklund;6:18:26 p. m.;35.36;42;8/4/13;Q3;H2;2013;8;August;Aug;4;Sunday;Sun;3.98;114528;22%;"QgZsviZrT;+!$kQ"
621275;Mr.;Johnny;W;Macedo;M;johnny.macedo@bellsouth.net;06/01/1959;535-71-9279;503-446-0081;Elmira;Lane;Elmira;OR;97437;West;jwmacedo;Burl Macedo;Ivey Macedo;Lyles;1:55:15 p. m.;58.2;63;8/7/16;Q3;H2;2016;8;August;Aug;7;Sunday;Sun;0.97;153590;20%;16I}x]&u
840474;Mr.;Chung;N;Houghton;M;chung.houghton@aol.com;07/05/1974;265-99-1780;479-596-0452;Burdette;Mississippi;Burdette;AR;72321;South;cnhoughton;Miles Houghton;Linda Houghton;Kell;9:26:08 a. m.;43.09;65;11/10/06;Q4;H2;2006;11;November;Nov;10;Friday;Fri;10.72;188505;23%;"S+<jc?g/;S6srB"
758997;Mr.;Aaron;W;Towery;M;aaron.towery@yahoo.ca;5/13/1970;257-99-0621;252-301-3369;Gibson;Scotland;Gibson;NC;28343;South;awtowery;Coy Towery;Cherie Towery;Oates;12:18:39 a. m.;47.24;77;1/23/2002;Q1;H1;2002;1;January;Jan;23;Wednesday;Wed;15.52;177462;9%;Vb!D&F~Xr[tF3IF
775074;Ms.;Janel;K;Goodnight;F;janel.goodnight@gmail.com;11/30/1978;259-99-2259;229-647-1416;Lincolnton;Lincoln;Lincolnton;GA;30817;South;jkgoodnight;Dominique Goodnight;Genia Goodnight;Placencia;9:55:27 p. m.;38.68;52;12/22/2002;Q4;H2;2002;12;December;Dec;22;Sunday;Sun;14.61;199487;25%;mjuW_VOGkofPF}u
467455;Ms.;Katherin;D;Holley;F;katherin.holley@hotmail.com;03/09/1981;125-98-0565;217-654-6365;New Windsor;Mercer;New Windsor;IL;61465;Midwest;kdholley;Conrad Holley;Jaclyn Holley;Arnone;5:40:08 p. m.;36.41;59;2/5/03;Q1;H1;2003;2;February;Feb;5;Wednesday;Wed;14.48;156723;20%;rY0{{wUVOU
557360;Ms.;Luetta;I;Holmquist;F;luetta.holmquist@gmail.com;9/24/1972;472-57-2419;803-562-4335;Green Sea;Horry;Green Sea;SC;29545;South;liholmquist;Randall Holmquist;Tomiko Holmquist;Butcher;2:01:03 a. m.;44.87;45;12/1/05;Q4;H2;2005;12;December;Dec;1;Thursday;Thu;11.66;85083;7%;PN?VkHCwI6LAMt
508729;Ms.;Jacquie;D;Wheat;F;jacquie.wheat@hotmail.com;8/29/1967;396-33-8028;206-439-3448;Harrington;Lincoln;Harrington;WA;99134;West;jdwheat;Kerry Wheat;Jeanie Wheat;Lieb;11:57:52 p. m.;49.95;42;12/7/98;Q4;H2;1998;12;December;Dec;7;Monday;Mon;18.65;169797;19%;"G<u]m/lM;?+uu26"
602483;Mr.;Tony;C;Bullins;M;tony.bullins@gmail.com;2/27/1996;015-94-3782;480-210-3982;Hayden;Gila;Hayden;AZ;85235;West;tcbullins;Alphonse Bullins;Doloris Bullins;Sessoms;2:34:52 p. m.;21.43;76;5/10/17;Q2;H1;2017;5;May;May;10;Wednesday;Wed;0.22;96272;24%;DewRjNIAyP+h
422077;Prof.;Peter;W;Perron;M;peter.perron@hotmail.com;2/13/1965;419-67-7958;229-719-1031;Whigham;Whigham;Whigham;GA;39897;South;pwperron;Roland Perron;Justine Perron;Guinn;11:03:13 p. m.;52.49;64;6/3/90;Q2;H1;1990;6;June;Jun;3;Sunday;Sun;27.17;85000;8%;5Aeq?Ev?
827390;Mrs.;Hannelore;X;Easley;F;hannelore.easley@hotmail.com;11/26/1962;379-37-2098;217-309-9657;Rockton;Winnebago;Rockton;IL;61072;Midwest;hxeasley;Clifton Easley;Shawnta Easley;Delk;8:39:20 p. m.;54.71;46;11/17/2011;Q4;H2;2011;11;November;Nov;17;Thursday;Thu;5.7;44352;5%;tS!/l6*N]}O7
408055;Ms.;Kenia;G;Cousin;F;kenia.cousin@hotmail.com;11/28/1961;590-99-3354;605-932-2554;Tabor;Bon Homme;Tabor;SD;57063;Midwest;kgcousin;Ernesto Cousin;Louanne Cousin;Singh;7:06:32 a. m.;55.7;44;11/22/2012;Q4;H2;2012;11;November;Nov;22;Thursday;Thu;4.68;139683;27%;4>Xy.Y{s_XSG
776250;Dr.;Dick;J;Marciano;M;dick.marciano@rediffmail.com;3/28/1987;410-99-5627;207-980-0195;Troy;Waldo;Troy;ME;4987;Northeast;djmarciano;Ira Marciano;Isadora Marciano;Bobb;11:01:41 p. m.;30.36;69;7/23/2015;Q3;H2;2015;7;July;Jul;23;Thursday;Thu;2.02;43526;2%;u0vTa[^7TZk
507766;Ms.;Sindy;M;Dorton;F;sindy.dorton@aol.com;06/06/1958;156-23-9805;228-344-3493;Metcalfe;Washington;Metcalfe;MS;38760;South;smdorton;Edmond Dorton;Carissa Dorton;Mullen;8:13:03 p. m.;59.18;47;2/10/82;Q1;H1;1982;2;February;Feb;10;Wednesday;Wed;35.48;72494;14%;58fYf!/JOmelMde
749361;Ms.;Lucile;D;Nail;F;lucile.nail@gmail.com;3/18/1980;724-28-5919;209-295-8957;Hughson;Stanislaus;Hughson;CA;95326;West;ldnail;Brock Nail;Lakeesha Nail;Levy;2:19:45 a. m.;37.39;55;7/14/2005;Q3;H2;2005;7;July;Jul;14;Thursday;Thu;12.05;154097;18%;J:O\sIOkUI
327255;Ms.;Stacee;N;Harold;F;stacee.harold@apple.com;01/04/1958;696-16-2520;229-495-6351;Milan;Telfair;Milan;GA;31060;South;snharold;Hugo Harold;Vina Harold;Motley;3:14:39 p. m.;59.6;57;4/26/1981;Q2;H1;1981;4;April;Apr;26;Sunday;Sun;36.28;113772;25%;2T]LZOaBzXA^L>>
407756;Mr.;Wilson;Y;Schneider;M;wilson.schneider@comcast.net;03/06/1996;190-86-1099;212-227-8841;Hammond;St. Lawrence;Hammond;NY;13646;Northeast;wyschneider;Ted Schneider;Flo Schneider;Egger;7:44:37 p. m.;21.41;66;3/23/2017;Q1;H1;2017;3;March;Mar;23;Thursday;Thu;0.35;51299;0%;"Xn>|!;V2XnCUKo"
112596;Mr.;Romeo;Z;Thompson;M;romeo.thompson@gmail.com;07/12/1967;136-25-5857;503-954-5665;Hood River;Hood River;Hood River;OR;97031;West;rzthompson;Doyle Thompson;Tony Thompson;Baumgardner;2:07:43 p. m.;50.08;86;9/16/2013;Q3;H2;2013;9;September;Sep;16;Monday;Mon;3.87;139059;20%;s}a/0^qd3cv0/G6
436825;Mrs.;Ka;C;Wagstaff;F;ka.wagstaff@aol.com;6/13/1965;333-11-1642;314-802-7274;Kewanee;New Madrid;Kewanee;MO;63860;Midwest;kcwagstaff;Warren Wagstaff;Candelaria Wagstaff;Lacasse;9:35:15 p. m.;52.16;42;7/14/2013;Q3;H2;2013;7;July;Jul;14;Sunday;Sun;4.04;44754;13%;z:{QTSrB]n
647893;Mr.;Derek;N;Andre;M;derek.andre@hotmail.com;10/07/1968;765-27-5355;217-867-3002;Knoxville;Knox;Knoxville;IL;61448;Midwest;dnandre;Linwood Andre;Alayna Andre;Scanlon;12:16:54 a. m.;48.84;53;6/3/02;Q2;H1;2002;6;June;Jun;3;Monday;Mon;15.16;50744;11%;"H|;7\r+w|ny"
630086;Ms.;Carole;M;Caceres;F;carole.caceres@aol.com;05/06/1982;335-11-8659;217-947-1213;Champaign;Champaign;Champaign;IL;61826;Midwest;cmcaceres;Shon Caceres;Marth Caceres;Torrey;3:00:00 p. m.;35.25;42;7/10/06;Q3;H2;2006;7;July;Jul;10;Monday;Mon;11.06;173545;14%;Cg8I*43?lfntps
559538;Prof.;Maxwell;W;Bucci;M;maxwell.bucci@aol.com;07/06/1977;173-86-2270;225-304-1961;Harrisonburg;Catahoula;Harrisonburg;LA;71340;South;mwbucci;Andy Bucci;Colby Bucci;Gilliam;2:14:37 p. m.;40.09;56;10/19/2001;Q4;H2;2001;10;October;Oct;19;Friday;Fri;15.78;172829;12%;y?u2wrB?
420869;Mr.;Alva;I;Parson;M;alva.parson@yahoo.com;5/21/1979;657-36-4679;216-540-2147;Sabina;Clinton;Sabina;OH;45169;Midwest;aiparson;Marion Parson;Debbie Parson;Nipper;2:49:26 a. m.;38.21;56;6/15/2008;Q2;H1;2008;6;June;Jun;15;Sunday;Sun;9.12;61921;30%;r10Wk2px_3rx|T
498930;Mr.;Genaro;K;Hitchcock;M;genaro.hitchcock@gmail.com;06/02/1995;173-86-0596;229-513-3172;Augusta;Richmond;Augusta;GA;30903;South;gkhitchcock;Carmelo Hitchcock;Ermelinda Hitchcock;Johanson;2:54:42 p. m.;22.17;60;12/7/16;Q4;H2;2016;12;December;Dec;7;Wednesday;Wed;0.64;163814;15%;9g#5mfY_s3&^{
111914;Mr.;Hipolito;I;Gooden;M;hipolito.gooden@aol.com;11/07/1995;299-15-6926;270-261-1097;Salem;Livingston;Salem;KY;42078;South;higooden;Dewayne Gooden;Mandie Gooden;Gwinn;1:11:57 a. m.;21.74;72;4/24/2017;Q2;H1;2017;4;April;Apr;24;Monday;Mon;0.26;180626;28%;f7RRW+pUU{r
787014;Ms.;Aurea;F;Crowe;F;aurea.crowe@msn.com;8/28/1971;650-62-6607;262-468-9295;Spencer;Marathon;Spencer;WI;54479;Midwest;afcrowe;Adam Crowe;Cassondra Crowe;Madore;1:40:29 a. m.;45.95;52;1/2/12;Q1;H1;2012;1;January;Jan;2;Monday;Mon;5.57;112720;22%;xMpEi%a%
386226;Hon.;Danial;P;Worth;M;danial.worth@microsoft.com;5/22/1988;468-57-3104;304-241-3614;Glady;Randolph;Glady;WV;26268;South;dpworth;Elisha Worth;Venus Worth;Hanley;7:35:16 p. m.;29.2;88;8/16/2010;Q3;H2;2010;8;August;Aug;16;Monday;Mon;6.95;78849;10%;"qdzoCNSP;~R"
659500;Prof.;Oswaldo;U;Poynter;M;oswaldo.poynter@hotmail.com;03/01/1969;091-02-0883;229-221-0025;Valdosta;Lowndes;Valdosta;GA;31606;South;oupoynter;Milton Poynter;Conchita Poynter;Calderon;10:10:15 a. m.;48.44;88;8/9/13;Q3;H2;2013;8;August;Aug;9;Friday;Fri;3.97;163225;22%;4Fyf@JGLjLWBCH
571393;Ms.;Mahalia;X;Cooney;F;mahalia.cooney@gmail.com;03/05/1963;278-17-9674;319-414-4782;Leighton;Mahaska;Leighton;IA;50143;Midwest;mxcooney;Titus Cooney;Athena Cooney;Bazemore;12:17:35 a. m.;54.44;56;5/28/2003;Q2;H1;2003;5;May;May;28;Wednesday;Wed;14.18;71808;16%;4L5<w[qc
362788;Prof.;Pete;G;Pettus;M;pete.pettus@shell.com;11/14/1989;197-84-2840;262-250-7082;Pembine;Marinette;Pembine;WI;54156;Midwest;pgpettus;Wally Pettus;Adria Pettus;Cloud;11:15:43 p. m.;27.72;89;7/26/2011;Q3;H2;2011;7;July;Jul;26;Tuesday;Tue;6.01;170930;10%;V]eIItMj~uzp
796275;Mrs.;Shu;L;Cooke;F;shu.cooke@gmail.com;11/18/1961;421-67-2644;236-464-4215;Virginia Beach;Virginia Beach (city);Virginia Beach;VA;23459;South;slcooke;Johnson Cooke;Pearlie Cooke;Hendrick;11:21:03 p. m.;55.73;55;8/21/2009;Q3;H2;2009;8;August;Aug;21;Friday;Fri;7.94;108947;10%;G@:\$fP*
461689;Mr.;Brooks;R;Linden;M;brooks.linden@microsoft.com;7/18/1965;261-99-7764;702-208-9223;Jean;Clark;Jean;NV;89026;West;brlinden;Jackie Linden;Zora Linden;Huskey;11:24:05 a. m.;52.06;89;2/18/1997;Q1;H1;1997;2;February;Feb;18;Tuesday;Tue;20.45;138751;12%;rQe9+pG[K
